Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
32.73000  		5.34404         	-0.07962         	0.08471          
32.74000  		5.49044         	-0.02545         	0.08419          
32.75000  		5.53675         	0.02969          	0.08421          
32.76000  		5.51409         	0.08495          	0.08478          
32.77000  		5.43394         	0.13969          	0.08590          
32.78000  		5.28828         	0.19330          	0.08757          
32.79000  		5.06146         	0.24505          	0.08976          
32.80000  		4.74132         	0.29406          	0.09246          
32.81000  		4.32544         	0.33939          	0.09563          
32.82000  		3.82695         	0.38015          	0.09923          
32.83000  		3.27364         	0.41566          	0.10322          
32.84000  		2.69374         	0.44549          	0.10753          
32.85000  		2.10391         	0.46948          	0.11211          
32.86000  		1.51271         	0.48757          	0.11690          
32.87000  		0.93154         	0.49979          	0.12184          
32.88000  		0.38002         	0.50635          	0.12688          
32.89000  		-0.12037        	0.50764          	0.13195          
32.90000  		-0.55808        	0.50425          	0.13701          
32.91000  		-0.93724        	0.49677          	0.14202          
32.92000  		-1.27558        	0.48571          	0.14694          
32.93000  		-1.59896        	0.47134          	0.15172          
32.94000  		-1.93535        	0.45367          	0.15635          
32.95000  		-2.30857        	0.43245          	0.16079          
32.96000  		-2.72843        	0.40726          	0.16499          
32.97000  		-3.17986        	0.37772          	0.16892          
32.98000  		-3.62477        	0.34370          	0.17253          
32.99000  		-4.01804        	0.30548          	0.17578          
33.00000  		-4.32117        	0.26379          	0.17863          
33.01000  		-4.50973        	0.21963          	0.18104          
33.02000  		-4.57949        	0.17419          	0.18301          
33.03000  		-4.54297        	0.12857          	0.18453          
33.04000  		-4.41306        	0.08379          	0.18559          
33.05000  		-4.18878        	0.04078          	0.18621          
33.06000  		-3.85847        	0.00055          	0.18641          
33.07000  		-3.42016        	-0.03584         	0.18623          
33.08000  		-2.90088        	-0.06745         	0.18571          
33.09000  		-2.35568        	-0.09373         	0.18490          
33.10000  		-1.85016        	-0.11476         	0.18385          
33.11000  		-1.44167        	-0.13122         	0.18262          
33.12000  		-1.16684        	-0.14426         	0.18124          
33.13000  		-1.03599        	-0.15528         	0.17974          
33.14000  		-1.03419        	-0.16563         	0.17814          
33.15000  		-1.12820        	-0.17644         	0.17643          
33.16000  		-1.27582        	-0.18846         	0.17461          
33.17000  		-1.43451        	-0.20201         	0.17265          
33.18000  		-1.56846        	-0.21703         	0.17056          
33.19000  		-1.65360        	-0.23314         	0.16831          
33.20000  		-1.68341        	-0.24982         	0.16590          
33.21000  		-1.67270        	-0.26660         	0.16331          
33.22000  		-1.64829        	-0.28321         	0.16056          
33.23000  		-1.63005        	-0.29960         	0.15765          
33.24000  		-1.62064        	-0.31585         	0.15457          
33.25000  		-1.61019        	-0.33201         	0.15133          
33.26000  		-1.58451        	-0.34798         	0.14793          
33.27000  		-1.53030        	-0.36356         	0.14437          
33.28000  		-1.44016        	-0.37841         	0.14066          
33.29000  		-1.31372        	-0.39218         	0.13681          
33.30000  		-1.15124        	-0.40450         	0.13283          
33.31000  		-0.94826        	-0.41500         	0.12873          
33.32000  		-0.69919        	-0.42324         	0.12453          
33.33000  		-0.40631        	-0.42876         	0.12027          
33.34000  		-0.08501        	-0.43122         	0.11597          
33.35000  		0.24304         	-0.43043         	0.11166          
33.36000  		0.56494         	-0.42639         	0.10737          
33.37000  		0.88394         	-0.41915         	0.10314          
33.38000  		1.21344         	-0.40866         	0.09900          
33.39000  		1.56659         	-0.39476         	0.09498          
33.40000  		1.95130         	-0.37717         	0.09112          
33.41000  		2.37356         	-0.35555         	0.08745          
33.42000  		2.83871         	-0.32948         	0.08402          
33.43000  		3.34416         	-0.29857         	0.08087          
33.44000  		3.87469         	-0.26248         	0.07807          
33.45000  		4.40520         	-0.22108         	0.07564          
33.46000  		4.90369         	-0.17453         	0.07366          
33.47000  		5.33439         	-0.12334         	0.07217          
33.48000  		5.66742         	-0.06833         	0.07121          
33.49000  		5.88838         	-0.01055         	0.07081          
33.50000  		5.99407         	0.04886          	0.07100          
33.51000  		5.98195         	0.10874          	0.07179          
33.52000  		5.84849         	0.16789          	0.07317          
33.53000  		5.59381         	0.22510          	0.07514          
33.54000  		5.22255         	0.27918          	0.07766          
33.55000  		4.74266         	0.32901          	0.08071          
33.56000  		4.16755         	0.37356          	0.08423          
33.57000  		3.51868         	0.41199          	0.08816          
33.58000  		2.82476         	0.44371          	0.09245          
33.59000  		2.11863         	0.46843          	0.09701          
33.60000  		1.43495         	0.48620          	0.10179          
33.61000  		0.80861         	0.49741          	0.10671          
33.62000  		0.26819         	0.50280          	0.11172          
33.63000  		-0.17491        	0.50326          	0.11675          
33.64000  		-0.53155        	0.49973          	0.12177          
33.65000  		-0.83346        	0.49291          	0.12674          
33.66000  		-1.12940        	0.48309          	0.13162          
33.67000  		-1.47443        	0.47007          	0.13639          
33.68000  		-1.91169        	0.45314          	0.14101          
33.69000  		-2.45774        	0.43129          	0.14543          
33.70000  		-3.10051        	0.40350          	0.14961          
33.71000  		-3.80518        	0.36898          	0.15348          
33.72000  		-4.51990        	0.32735          	0.15697          
33.73000  		-5.18214        	0.27884          	0.16001          
33.74000  		-5.72815        	0.22429          	0.16253          
33.75000  		-6.10506        	0.16512          	0.16448          
33.76000  		-6.28004        	0.10320          	0.16582          
33.77000  		-6.24195        	0.04059          	0.16654          
33.78000  		-6.00200        	-0.02063         	0.16664          
33.79000  		-5.59849        	-0.07864         	0.16614          
33.80000  		-5.09734        	-0.13211         	0.16508          
33.81000  		-4.58112        	-0.18051         	0.16351          
33.82000  		-4.12931        	-0.22406         	0.16148          
33.83000  		-3.79947        	-0.26370         	0.15904          
33.84000  		-3.61763        	-0.30079         	0.15622          
33.85000  		-3.57759        	-0.33676         	0.15303          
33.86000  		-3.64890        	-0.37290         	0.14948          
33.87000  		-3.79265        	-0.41010         	0.14557          
33.88000  		-3.97476        	-0.44894         	0.14128          
33.89000  		-4.16833        	-0.48966         	0.13658          
33.90000  		-4.34833        	-0.53224         	0.13148          
33.91000  		-4.48531        	-0.57641         	0.12593          
33.92000  		-4.54373        	-0.62155         	0.11994          
33.93000  		-4.48931        	-0.66672         	0.11350          
33.94000  		-4.30423        	-0.71069         	0.10661          
33.95000  		-3.99943        	-0.75221         	0.09930          
33.96000  		-3.61170        	-0.79026         	0.09158          
33.97000  		-3.18881        	-0.82426         	0.08351          
33.98000  		-2.77539        	-0.85408         	0.07511          
33.99000  		-2.40267        	-0.87997         	0.06644          
34.00000  		-2.08138        	-0.90239         	0.05752          
34.01000  		-1.80048        	-0.92180         	0.04840          
34.02000  		-1.53366        	-0.93847         	0.03910          
34.03000  		-1.25022        	-0.95239         	0.02964          
34.04000  		-0.92361        	-0.96326         	0.02006          
34.05000  		-0.53833        	-0.97057         	0.01039          
34.06000  		-0.09753        	-0.97375         	0.00066          
34.07000  		0.37807         	-0.97235         	-0.00907         
34.08000  		0.86245         	-0.96615         	-0.01877         
34.09000  		1.33361         	-0.95517         	-0.02838         
34.10000  		1.77308         	-0.93963         	-0.03786         
34.11000  		2.16478         	-0.91994         	-0.04716         
34.12000  		2.50088         	-0.89662         	-0.05625         
34.13000  		2.78711         	-0.87018         	-0.06508         
34.14000  		3.03895         	-0.84105         	-0.07364         
34.15000  		3.27420         	-0.80948         	-0.08189         
34.16000  		3.50829         	-0.77557         	-0.08982         
34.17000  		3.75055         	-0.73927         	-0.09740         
34.18000  		3.99970         	-0.70052         	-0.10460         
34.19000  		4.24282         	-0.65931         	-0.11140         
34.20000  		4.46340         	-0.61578         	-0.11778         
34.21000  		4.65064         	-0.57021         	-0.12371         
34.22000  		4.79871         	-0.52296         	-0.12918         
34.23000  		4.90125         	-0.47446         	-0.13416         
34.24000  		4.95119         	-0.42520         	-0.13866         
34.25000  		4.94556         	-0.37572         	-0.14267         
34.26000  		4.88772         	-0.32655         	-0.14618         
34.27000  		4.78275         	-0.27820         	-0.14920         
34.28000  		4.63525         	-0.23111         	-0.15175         
34.29000  		4.45382         	-0.18566         	-0.15383         
34.30000  		4.24859         	-0.14215         	-0.15547         
34.31000  		4.02003         	-0.10081         	-0.15668         
34.32000  		3.75741         	-0.06192         	-0.15749         
34.33000  		3.44959         	-0.02588         	-0.15793         
34.34000  		3.09228         	0.00683          	-0.15802         
34.35000  		2.68480         	0.03571          	-0.15780         
34.36000  		2.22583         	0.06026          	-0.15732         
34.37000  		1.71767         	0.07998          	-0.15661         
34.38000  		1.17411         	0.09444          	-0.15574         
34.39000  		0.62256         	0.10342          	-0.15474         
34.40000  		0.09921         	0.10703          	-0.15369         
34.41000  		-0.35790        	0.10574          	-0.15262         
34.42000  		-0.71527        	0.10037          	-0.15159         
34.43000  		-0.95139        	0.09204          	-0.15062         
34.44000  		-1.06438        	0.08196          	-0.14975         
34.45000  		-1.07407        	0.07127          	-0.14898         
34.46000  		-1.01585        	0.06082          	-0.14832         
34.47000  		-0.93018        	0.05109          	-0.14777         
34.48000  		-0.85400        	0.04217          	-0.14730         
34.49000  		-0.81434        	0.03383          	-0.14692         
34.50000  		-0.81956        	0.02566          	-0.14662         
34.51000  		-0.85530        	0.01728          	-0.14641         
34.52000  		-0.89624        	0.00852          	-0.14628         
34.53000  		-0.92578        	-0.00059         	-0.14624         
34.54000  		-0.94360        	-0.00993         	-0.14629         
34.55000  		-0.95812        	-0.01944         	-0.14644         
34.56000  		-0.97894        	-0.02913         	-0.14668         
34.57000  		-1.01582        	-0.03910         	-0.14702         
34.58000  		-1.07616        	-0.04956         	-0.14746         
34.59000  		-1.16215        	-0.06075         	-0.14802         
34.60000  		-1.27391        	-0.07293         	-0.14868         
34.61000  		-1.40921        	-0.08635         	-0.14948         
34.62000  		-1.55303        	-0.10116         	-0.15041         
34.63000  		-1.66993        	-0.11727         	-0.15151         
34.64000  		-1.71215        	-0.13418         	-0.15276         
34.65000  		-1.64048        	-0.15095         	-0.15419         
34.66000  		-1.44250        	-0.16636         	-0.15578         
34.67000  		-1.13579        	-0.17925         	-0.15751         
34.68000  		-0.75860        	-0.18873         	-0.15935         
34.69000  		-0.35796        	-0.19431         	-0.16127         
34.70000  		0.02174         	-0.19599         	-0.16322         
34.71000  		0.35163         	-0.19412         	-0.16518         
34.72000  		0.62433         	-0.18924         	-0.16710         
34.73000  		0.84575         	-0.18189         	-0.16895         
34.74000  		1.02119         	-0.17256         	-0.17073         
34.75000  		1.14868         	-0.16171         	-0.17240         
34.76000  		1.22304         	-0.14985         	-0.17396         
34.77000  		1.24330         	-0.13752         	-0.17540         
34.78000  		1.21382         	-0.12523         	-0.17671         
34.79000  		1.14076         	-0.11346         	-0.17790         
34.80000  		1.03175         	-0.10260         	-0.17898         
34.81000  		0.89839         	-0.09295         	-0.17996         
34.82000  		0.75605         	-0.08467         	-0.18084         
34.83000  		0.62218         	-0.07778         	-0.18166         
34.84000  		0.51603         	-0.07209         	-0.18240         
34.85000  		0.45683         	-0.06723         	-0.18310         
34.86000  		0.45658         	-0.06266         	-0.18375         
34.87000  		0.51396         	-0.05781         	-0.18435         
34.88000  		0.61875         	-0.05214         	-0.18490         
34.89000  		0.76118         	-0.04524         	-0.18539         
34.90000  		0.93262         	-0.03677         	-0.18580         
34.91000  		1.11858         	-0.02652         	-0.18612         
34.92000  		1.29455         	-0.01445         	-0.18633         
34.93000  		1.43095         	-0.00083         	-0.18640         
34.94000  		1.50551         	0.01386          	-0.18634         
34.95000  		1.51058         	0.02894          	-0.18613         
34.96000  		1.45216         	0.04375          	-0.18576         
34.97000  		1.35008         	0.05776          	-0.18525         
34.98000  		1.23440         	0.07068          	-0.18461         
34.99000  		1.13035         	0.08251          	-0.18384         
35.00000  		1.04716         	0.09340          	-0.18296         
35.01000  		0.98255         	0.10354          	-0.18198         
35.02000  		0.93180         	0.11312          	-0.18089         
35.03000  		0.88953         	0.12222          	-0.17972         
35.04000  		0.84311         	0.13089          	-0.17845         
35.05000  		0.76854         	0.13894          	-0.17710         
35.06000  		0.64065         	0.14599          	-0.17568         
35.07000  		0.45077         	0.15145          	-0.17419         
35.08000  		0.21236         	0.15476          	-0.17265         
35.09000  		-0.04681        	0.15559          	-0.17110         
35.10000  		-0.29249        	0.15389          	-0.16955         
35.11000  		-0.49209        	0.14997          	-0.16803         
35.12000  		-0.62938        	0.14436          	-0.16656         
35.13000  		-0.71162        	0.13766          	-0.16515         
35.14000  		-0.75662        	0.13032          	-0.16381         
35.15000  		-0.77649        	0.12265          	-0.16254         
35.16000  		-0.77632        	0.11489          	-0.16135         
35.17000  		-0.76061        	0.10720          	-0.16024         
35.18000  		-0.73521        	0.09972          	-0.15921         
35.19000  		-0.70222        	0.09254          	-0.15825         
35.20000  		-0.65609        	0.08575          	-0.15736         
35.21000  		-0.59022        	0.07951          	-0.15653         
35.22000  		-0.50840        	0.07402          	-0.15576         
35.23000  		-0.42701        	0.06934          	-0.15505         
35.24000  		-0.37074        	0.06536          	-0.15437         
35.25000  		-0.36859        	0.06166          	-0.15374         
35.26000  		-0.44287        	0.05760          	-0.15314         
35.27000  		-0.59313        	0.05242          	-0.15259         
35.28000  		-0.79151        	0.04550          	-0.15210         
35.29000  		-0.99466        	0.03657          	-0.15169         
35.30000  		-1.16272        	0.02578          	-0.15137         
35.31000  		-1.27329        	0.01360          	-0.15118         
35.32000  		-1.32292        	0.00062          	-0.15111         
35.33000  		-1.31724        	-0.01258         	-0.15117         
35.34000  		-1.25944        	-0.02547         	-0.15136         
35.35000  		-1.14979        	-0.03751         	-0.15167         
35.36000  		-0.99560        	-0.04824         	-0.15210         
35.37000  		-0.81378        	-0.05729         	-0.15263         
35.38000  		-0.61746        	-0.06444         	-0.15324         
35.39000  		-0.40468        	-0.06955         	-0.15391         
35.40000  		-0.16682        	-0.07241         	-0.15462         
35.41000  		0.09377         	-0.07277         	-0.15535         
35.42000  		0.35948         	-0.07051         	-0.15607         
35.43000  		0.60674         	-0.06568         	-0.15675         
35.44000  		0.81302         	-0.05858         	-0.15738         
35.45000  		0.95697         	-0.04973         	-0.15792         
35.46000  		1.02037         	-0.03984         	-0.15837         
35.47000  		0.99595         	-0.02976         	-0.15872         
35.48000  		0.89499         	-0.02031         	-0.15897         
35.49000  		0.74879         	-0.01209         	-0.15913         
35.50000  		0.60194         	-0.00533         	-0.15921         
35.51000  		0.49971         	0.00018          	-0.15924         
35.52000  		0.47695         	0.00506          	-0.15921         
35.53000  		0.55291         	0.01021          	-0.15914         
35.54000  		0.72664         	0.01661          	-0.15900         
35.55000  		0.97132         	0.02510          	-0.15880         
35.56000  		1.23558         	0.03613          	-0.15849         
35.57000  		1.45960         	0.04961          	-0.15807         
35.58000  		1.59816         	0.06489          	-0.15749         
35.59000  		1.62989         	0.08103          	-0.15676         
35.60000  		1.54803         	0.09692          	-0.15587         
35.61000  		1.35186         	0.11142          	-0.15483         
35.62000  		1.05079         	0.12344          	-0.15365         
35.63000  		0.67126         	0.13205          	-0.15237         
35.64000  		0.25429         	0.13667          	-0.15103         
35.65000  		-0.15458        	0.13717          	-0.14965         
35.66000  		-0.51359        	0.13383          	-0.14830         
35.67000  		-0.79057        	0.12731          	-0.14699         
35.68000  		-0.97055        	0.11851          	-0.14576         
35.69000  		-1.06141        	0.10835          	-0.14462         
35.70000  		-1.08818        	0.09760          	-0.14359         
35.71000  		-1.07843        	0.08677          	-0.14267         
35.72000  		-1.05359        	0.07611          	-0.14186         
35.73000  		-1.03058        	0.06568          	-0.14115         
35.74000  		-1.02265        	0.05542          	-0.14054         
35.75000  		-1.03607        	0.04512          	-0.14004         
35.76000  		-1.07036        	0.03459          	-0.13964         
35.77000  		-1.12522        	0.02361          	-0.13935         
35.78000  		-1.20831        	0.01195          	-0.13917         
35.79000  		-1.33356        	-0.00076         	-0.13911         
35.80000  		-1.50728        	-0.01497         	-0.13919         
35.81000  		-1.71137        	-0.03106         	-0.13942         
35.82000  		-1.89877        	-0.04911         	-0.13982         
35.83000  		-2.01266        	-0.06867         	-0.14041         
35.84000  		-2.01672        	-0.08881         	-0.14119         
35.85000  		-1.90741        	-0.10844         	-0.14218         
35.86000  		-1.70249        	-0.12648         	-0.14336         
35.87000  		-1.42615        	-0.14213         	-0.14470         
35.88000  		-1.10152        	-0.15477         	-0.14619         
35.89000  		-0.74436        	-0.16400         	-0.14779         
35.90000  		-0.35612        	-0.16950         	-0.14946         
35.91000  		0.07372         	-0.17091         	-0.15116         
35.92000  		0.55229         	-0.16778         	-0.15286         
35.93000  		1.06694         	-0.15968         	-0.15450         
35.94000  		1.58112         	-0.14644         	-0.15604         
35.95000  		2.04479         	-0.12831         	-0.15741         
35.96000  		2.41396         	-0.10602         	-0.15859         
35.97000  		2.66686         	-0.08062         	-0.15952         
35.98000  		2.80542         	-0.05325         	-0.16019         
35.99000  		2.84550         	-0.02500         	-0.16059         
36.00000  		2.80860         	0.00327          	-0.16069         
36.01000  		2.71838         	0.03091          	-0.16052         
36.02000  		2.59591         	0.05748          	-0.16008         
36.03000  		2.45628         	0.08274          	-0.15938         
36.04000  		2.31267         	0.10658          	-0.15843         
36.05000  		2.18239         	0.12906          	-0.15725         
36.06000  		2.08673         	0.15040          	-0.15585         
36.07000  		2.04397         	0.17106          	-0.15425         
36.08000  		2.06265         	0.19159          	-0.15243         
36.09000  		2.14183         	0.21261          	-0.15041         
36.10000  		2.27738         	0.23471          	-0.14818         
36.11000  		2.46582         	0.25842          	-0.14571         
36.12000  		2.69940         	0.28425          	-0.14300         
36.13000  		2.95709         	0.31253          	-0.14002         
36.14000  		3.20384         	0.34334          	-0.13674         
36.15000  		3.40421         	0.37638          	-0.13314         
36.16000  		3.53768         	0.41109          	-0.12921         
36.17000  		3.59831         	0.44677          	-0.12492         
36.18000  		3.58318         	0.48267          	-0.12027         
36.19000  		3.48816         	0.51803          	-0.11527         
36.20000  		3.31326         	0.55204          	-0.10992         
36.21000  		3.06582         	0.58393          	-0.10423         
36.22000  		2.75958         	0.61306          	-0.09825         
36.23000  		2.41375         	0.63893          	-0.09198         
36.24000  		2.05256         	0.66126          	-0.08548         
36.25000  		1.70362         	0.68004          	-0.07877         
36.26000  		1.38907         	0.69550          	-0.07189         
36.27000  		1.11396         	0.70802          	-0.06487         
36.28000  		0.86761         	0.71793          	-0.05774         
36.29000  		0.63783         	0.72545          	-0.05052         
36.30000  		0.42115         	0.73075          	-0.04324         
36.31000  		0.22115         	0.73396          	-0.03591         
36.32000  		0.04201         	0.73528          	-0.02856         
36.33000  		-0.11591        	0.73491          	-0.02121         
36.34000  		-0.26004        	0.73303          	-0.01387         
36.35000  		-0.40809        	0.72969          	-0.00656         
36.36000  		-0.58188        	0.72474          	0.00072          
36.37000  		-0.79367        	0.71786          	0.00793          
36.38000  		-1.03941        	0.70869          	0.01507          
36.39000  		-1.30715        	0.69696          	0.02210          
36.40000  		-1.58802        	0.68248          	0.02900          
36.41000  		-1.87530        	0.66517          	0.03574          
36.42000  		-2.15539        	0.64501          	0.04229          
36.43000  		-2.40480        	0.62221          	0.04863          
36.44000  		-2.59799        	0.59720          	0.05473          
36.45000  		-2.71780        	0.57062          	0.06057          
36.46000  		-2.76070        	0.54323          	0.06614          
36.47000  		-2.73738        	0.51574          	0.07143          
36.48000  		-2.66803        	0.48871          	0.07645          
36.49000  		-2.57115        	0.46251          	0.08121          
36.50000  		-2.45162        	0.43740          	0.08571          
36.51000  		-2.29912        	0.41365          	0.08996          
36.52000  		-2.10241        	0.39164          	0.09399          
36.53000  		-1.86709        	0.37179          	0.09780          
36.54000  		-1.61848        	0.35436          	0.10143          
36.55000  		-1.38980        	0.33932          	0.10490          
36.56000  		-1.21235        	0.32631          	0.10822          
36.57000  		-1.11243        	0.31469          	0.11143          
36.58000  		-1.10851        	0.30358          	0.11452          
36.59000  		-1.20915        	0.29200          	0.11750          
36.60000  		-1.41420        	0.27888          	0.12035          
36.61000  		-1.71532        	0.26323          	0.12307          
36.62000  		-2.09334        	0.24419          	0.12561          
36.63000  		-2.51556        	0.22114          	0.12794          
36.64000  		-2.93716        	0.19388          	0.13002          
36.65000  		-3.30865        	0.16265          	0.13180          
36.66000  		-3.58523        	0.12818          	0.13326          
36.67000  		-3.73733        	0.09157          	0.13436          
36.68000  		-3.76035        	0.05408          	0.13509          
36.69000  		-3.67281        	0.01691          	0.13544          
36.70000  		-3.50177        	-0.01896         	0.13543          
36.71000  		-3.26997        	-0.05282         	0.13507          
36.72000  		-2.99457        	-0.08414         	0.13438          
36.73000  		-2.69265        	-0.11258         	0.13340          
36.74000  		-2.38275        	-0.13795         	0.13214          
36.75000  		-2.08158        	-0.16028         	0.13065          
36.76000  		-1.80372        	-0.17970         	0.12894          
36.77000  		-1.56366        	-0.19654         	0.12706          
36.78000  		-1.37202        	-0.21122         	0.12502          
36.79000  		-1.22797        	-0.22422         	0.12284          
36.80000  		-1.11861        	-0.23595         	0.12054          
36.81000  		-1.02681        	-0.24668         	0.11813          
36.82000  		-0.93632        	-0.25649         	0.11561          
36.83000  		-0.83143        	-0.26533         	0.11300          
36.84000  		-0.69825        	-0.27298         	0.11031          
36.85000  		-0.52696        	-0.27911         	0.10755          
36.86000  		-0.31043        	-0.28329         	0.10473          
36.87000  		-0.04310        	-0.28506         	0.10189          
36.88000  		0.27424         	-0.28390         	0.09904          
36.89000  		0.62848         	-0.27939         	0.09622          
36.90000  		0.99663         	-0.27127         	0.09346          
36.91000  		1.35476         	-0.25951         	0.09081          
36.92000  		1.68413         	-0.24431         	0.08829          
36.93000  		1.97153         	-0.22604         	0.08593          
36.94000  		2.20951         	-0.20513         	0.08377          
36.95000  		2.39855         	-0.18209         	0.08184          
36.96000  		2.54407         	-0.15738         	0.08014          
36.97000  		2.64697         	-0.13142         	0.07869          
36.98000  		2.69864         	-0.10469         	0.07751          
36.99000  		2.68484         	-0.07778         	0.07660          
37.00000  		2.59147         	-0.05140         	0.07595          
37.01000  		2.40724         	-0.02640         	0.07557          
37.02000  		2.12561         	-0.00374         	0.07542          
37.03000  		1.75274         	0.01565          	0.07548          
37.04000  		1.31566         	0.03100          	0.07572          
37.05000  		0.85490         	0.04185          	0.07609          
37.06000  		0.40839         	0.04817          	0.07654          
37.07000  		0.00168         	0.05022          	0.07704          
37.08000  		-0.35500        	0.04845          	0.07753          
37.09000  		-0.66279        	0.04336          	0.07799          
37.10000  		-0.92347        	0.03543          	0.07839          
37.11000  		-1.13210        	0.02515          	0.07869          
37.12000  		-1.28163        	0.01308          	0.07889          
37.13000  		-1.37293        	-0.00019         	0.07895          
37.14000  		-1.41536        	-0.01413         	0.07888          
37.15000  		-1.41859        	-0.02830         	0.07867          
37.16000  		-1.38977        	-0.04234         	0.07831          
37.17000  		-1.33577        	-0.05597         	0.07782          
37.18000  		-1.26213        	-0.06896         	0.07720          
37.19000  		-1.16995        	-0.08112         	0.07645          
37.20000  		-1.05614        	-0.09225         	0.07558          
37.21000  		-0.91682        	-0.10212         	0.07461          
37.22000  		-0.74895        	-0.11045         	0.07354          
37.23000  		-0.55059        	-0.11694         	0.07240          
37.24000  		-0.32559        	-0.12132         	0.07121          
37.25000  		-0.08737        	-0.12339         	0.06998          
37.26000  		0.14493         	-0.12310         	0.06875          
37.27000  		0.35449         	-0.12060         	0.06753          
37.28000  		0.53254         	-0.11617         	0.06634          
37.29000  		0.67965         	-0.11011         	0.06521          
37.30000  		0.80487         	-0.10268         	0.06415          
37.31000  		0.92061         	-0.09406         	0.06316          
37.32000  		1.03270         	-0.08429         	0.06227          
37.33000  		1.13452         	-0.07345         	0.06148          
37.34000  		1.21081         	-0.06173         	0.06080          
37.35000  		1.24625         	-0.04944         	0.06025          
37.36000  		1.23266         	-0.03705         	0.05981          
37.37000  		1.17236         	-0.02502         	0.05950          
37.38000  		1.07908         	-0.01377         	0.05931          
37.39000  		0.97433         	-0.00350         	0.05923          
37.40000  		0.87736         	0.00576          	0.05924          
37.41000  		0.79724         	0.01413          	0.05934          
37.42000  		0.73260         	0.02178          	0.05952          
37.43000  		0.67574         	0.02882          	0.05977          
37.44000  		0.61578         	0.03528          	0.06009          
37.45000  		0.54016         	0.04106          	0.06047          
37.46000  		0.43961         	0.04596          	0.06091          
37.47000  		0.31434         	0.04973          	0.06139          
37.48000  		0.17234         	0.05216          	0.06190          
37.49000  		0.02524         	0.05315          	0.06243          
37.50000  		-0.11114        	0.05272          	0.06296          
37.51000  		-0.21683        	0.05108          	0.06348          
37.52000  		-0.27295        	0.04863          	0.06398          
37.53000  		-0.26835        	0.04593          	0.06445          
37.54000  		-0.20208        	0.04357          	0.06490          
37.55000  		-0.08368        	0.04215          	0.06533          
37.56000  		0.06451         	0.04205          	0.06575          
37.57000  		0.20892         	0.04342          	0.06617          
37.58000  		0.31358         	0.04603          	0.06662          
37.59000  		0.35114         	0.04935          	0.06709          
37.60000  		0.31018         	0.05266          	0.06760          
37.61000  		0.19540         	0.05519          	0.06814          
37.62000  		0.02233         	0.05628          	0.06870          
37.63000  		-0.18905        	0.05544          	0.06926          
37.64000  		-0.42034        	0.05240          	0.06981          
37.65000  		-0.65620        	0.04701          	0.07030          
37.66000  		-0.87938        	0.03933          	0.07074          
37.67000  		-1.06709        	0.02960          	0.07108          
37.68000  		-1.19622        	0.01829          	0.07132          
37.69000  		-1.25376        	0.00604          	0.07145          
37.70000  		-1.24193        	-0.00644         	0.07144          
37.71000  		-1.17349        	-0.01852         	0.07132          
37.72000  		-1.06311        	-0.02970         	0.07108          
37.73000  		-0.92327        	-0.03963         	0.07073          
37.74000  		-0.76453        	-0.04807         	0.07029          
37.75000  		-0.59303        	-0.05486         	0.06977          
37.76000  		-0.40955        	-0.05987         	0.06920          
37.77000  		-0.21914        	-0.06302         	0.06858          
37.78000  		-0.04391        	-0.06433         	0.06794          
37.79000  		0.07661         	-0.06417         	0.06730          
37.80000  		0.10037         	-0.06328         	0.06666          
37.81000  		0.00199         	-0.06277         	0.06603          
37.82000  		-0.21669        	-0.06385         	0.06540          
37.83000  		-0.52751        	-0.06757         	0.06475          
37.84000  		-0.88391        	-0.07462         	0.06404          
37.85000  		-1.23426        	-0.08522         	0.06324          
37.86000  		-1.53553        	-0.09906         	0.06232          
37.87000  		-1.75725        	-0.11553         	0.06125          
37.88000  		-1.87494        	-0.13369         	0.06001          
37.89000  		-1.86590        	-0.15239         	0.05858          
37.90000  		-1.71733        	-0.17031         	0.05696          
37.91000  		-1.43795        	-0.18609         	0.05518          
37.92000  		-1.05440        	-0.19855         	0.05325          
37.93000  		-0.59655        	-0.20680         	0.05122          
37.94000  		-0.09363        	-0.21025         	0.04913          
37.95000  		0.41927         	-0.20863         	0.04703          
37.96000  		0.90317         	-0.20201         	0.04498          
37.97000  		1.32194         	-0.19089         	0.04301          
37.98000  		1.64217         	-0.17607         	0.04117          
37.99000  		1.83589         	-0.15868         	0.03950          
38.00000  		1.89310         	-0.14003         	0.03800          
38.01000  		1.83132         	-0.12141         	0.03669          
38.02000  		1.68900         	-0.10381         	0.03557          
38.03000  		1.50501         	-0.08784         	0.03461          
38.04000  		1.30225         	-0.07380         	0.03381          
38.05000  		1.09023         	-0.06184         	0.03313          
38.06000  		0.87866         	-0.05199         	0.03256          
38.07000  		0.68346         	-0.04418         	0.03208          
38.08000  		0.52125         	-0.03816         	0.03167          
38.09000  		0.40404         	-0.03353         	0.03132          
38.10000  		0.33816         	-0.02982         	0.03100          
38.11000  		0.32311         	-0.02652         	0.03072          
38.12000  		0.35258         	-0.02314         	0.03047          
38.13000  		0.41917         	-0.01928         	0.03026          
38.14000  		0.51849         	-0.01459         	0.03009          
38.15000  		0.64965         	-0.00875         	0.02997          
38.16000  		0.80914         	-0.00146         	0.02992          
38.17000  		0.98237         	0.00750          	0.02995          
38.18000  		1.14514         	0.01814          	0.03007          
38.19000  		1.27413         	0.03023          	0.03031          
38.20000  		1.35372         	0.04337          	0.03068          
