Time [sec]		Acceleration [m/sec2]	Velocity [m/sec] 	Displacement [m] 
0.00000   		0.00003         	0.00000          	0.00000          
0.01000   		0.00019         	0.00000          	0.00000          
0.02000   		0.00069         	0.00001          	0.00000          
0.03000   		0.00164         	0.00002          	0.00000          
0.04000   		0.00298         	0.00004          	0.00000          
0.05000   		0.00444         	0.00008          	0.00000          
0.06000   		0.00572         	0.00013          	0.00000          
0.07000   		0.00660         	0.00019          	0.00000          
0.08000   		0.00700         	0.00026          	0.00001          
0.09000   		0.00695         	0.00033          	0.00001          
0.10000   		0.00657         	0.00040          	0.00001          
0.11000   		0.00597         	0.00046          	0.00002          
0.12000   		0.00533         	0.00051          	0.00002          
0.13000   		0.00476         	0.00056          	0.00003          
0.14000   		0.00430         	0.00061          	0.00003          
0.15000   		0.00386         	0.00065          	0.00004          
0.16000   		0.00337         	0.00069          	0.00005          
0.17000   		0.00281         	0.00072          	0.00005          
0.18000   		0.00203         	0.00074          	0.00006          
0.19000   		0.00080         	0.00076          	0.00007          
0.20000   		-0.00078        	0.00076          	0.00008          
0.21000   		-0.00207        	0.00074          	0.00008          
0.22000   		-0.00236        	0.00072          	0.00009          
0.23000   		-0.00158        	0.00070          	0.00010          
0.24000   		-0.00044        	0.00069          	0.00010          
0.25000   		0.00035         	0.00069          	0.00011          
0.26000   		0.00061         	0.00069          	0.00012          
0.27000   		0.00032         	0.00070          	0.00012          
0.28000   		-0.00065        	0.00070          	0.00013          
0.29000   		-0.00224        	0.00068          	0.00014          
0.30000   		-0.00408        	0.00065          	0.00015          
0.31000   		-0.00568        	0.00060          	0.00015          
0.32000   		-0.00688        	0.00054          	0.00016          
0.33000   		-0.00795        	0.00047          	0.00016          
0.34000   		-0.00909        	0.00038          	0.00017          
0.35000   		-0.00980        	0.00029          	0.00017          
0.36000   		-0.00962        	0.00019          	0.00017          
0.37000   		-0.00918        	0.00010          	0.00017          
0.38000   		-0.00973        	0.00000          	0.00017          
0.39000   		-0.01169        	-0.00011         	0.00017          
0.40000   		-0.01430        	-0.00024         	0.00017          
0.41000   		-0.01646        	-0.00039         	0.00017          
0.42000   		-0.01744        	-0.00056         	0.00016          
0.43000   		-0.01687        	-0.00073         	0.00016          
0.44000   		-0.01467        	-0.00089         	0.00015          
0.45000   		-0.01120        	-0.00102         	0.00014          
0.46000   		-0.00718        	-0.00111         	0.00013          
0.47000   		-0.00337        	-0.00116         	0.00012          
0.48000   		-0.00057        	-0.00118         	0.00011          
0.49000   		0.00002         	-0.00119         	0.00009          
0.50000   		-0.00299        	-0.00120         	0.00008          
0.51000   		-0.00998        	-0.00127         	0.00007          
0.52000   		-0.01888        	-0.00141         	0.00006          
0.53000   		-0.02510        	-0.00163         	0.00004          
0.54000   		-0.02457        	-0.00188         	0.00002          
0.55000   		-0.01762        	-0.00209         	0.00000          
0.56000   		-0.00865        	-0.00222         	-0.00002         
0.57000   		-0.00218        	-0.00227         	-0.00004         
0.58000   		-0.00018        	-0.00229         	-0.00006         
0.59000   		-0.00257        	-0.00230         	-0.00009         
0.60000   		-0.00936        	-0.00236         	-0.00011         
0.61000   		-0.02113        	-0.00251         	-0.00013         
0.62000   		-0.03680        	-0.00280         	-0.00016         
0.63000   		-0.05241        	-0.00325         	-0.00019         
0.64000   		-0.06320        	-0.00383         	-0.00022         
0.65000   		-0.06585        	-0.00447         	-0.00027         
0.66000   		-0.05979        	-0.00510         	-0.00031         
0.67000   		-0.04762        	-0.00564         	-0.00037         
0.68000   		-0.03344        	-0.00604         	-0.00043         
0.69000   		-0.02089        	-0.00631         	-0.00049         
0.70000   		-0.01247        	-0.00648         	-0.00055         
0.71000   		-0.00899        	-0.00659         	-0.00062         
0.72000   		-0.00944        	-0.00668         	-0.00068         
0.73000   		-0.01258        	-0.00679         	-0.00075         
0.74000   		-0.01799        	-0.00694         	-0.00082         
0.75000   		-0.02539        	-0.00716         	-0.00089         
0.76000   		-0.03345        	-0.00745         	-0.00096         
0.77000   		-0.03957        	-0.00782         	-0.00104         
0.78000   		-0.04175        	-0.00823         	-0.00112         
0.79000   		-0.04030        	-0.00864         	-0.00120         
0.80000   		-0.03692        	-0.00902         	-0.00129         
0.81000   		-0.03284        	-0.00937         	-0.00138         
0.82000   		-0.02855        	-0.00968         	-0.00148         
0.83000   		-0.02465        	-0.00994         	-0.00158         
0.84000   		-0.02120        	-0.01017         	-0.00168         
0.85000   		-0.01648        	-0.01036         	-0.00178         
0.86000   		-0.00868        	-0.01049         	-0.00189         
0.87000   		0.00107         	-0.01052         	-0.00199         
0.88000   		0.01019         	-0.01047         	-0.00210         
0.89000   		0.01761         	-0.01033         	-0.00220         
0.90000   		0.02242         	-0.01013         	-0.00230         
0.91000   		0.02197         	-0.00991         	-0.00240         
0.92000   		0.01413         	-0.00973         	-0.00250         
0.93000   		-0.00077        	-0.00966         	-0.00260         
0.94000   		-0.02225        	-0.00978         	-0.00269         
0.95000   		-0.05131        	-0.01014         	-0.00279         
0.96000   		-0.08633        	-0.01083         	-0.00290         
0.97000   		-0.12027        	-0.01186         	-0.00301         
0.98000   		-0.14620        	-0.01320         	-0.00314         
0.99000   		-0.16180        	-0.01474         	-0.00328         
1.00000   		-0.16483        	-0.01637         	-0.00343         
1.01000   		-0.15133        	-0.01795         	-0.00360         
1.02000   		-0.12306        	-0.01932         	-0.00379         
1.03000   		-0.08976        	-0.02039         	-0.00399         
1.04000   		-0.06102        	-0.02114         	-0.00420         
1.05000   		-0.04144        	-0.02165         	-0.00441         
1.06000   		-0.03359        	-0.02203         	-0.00463         
1.07000   		-0.03882        	-0.02239         	-0.00485         
1.08000   		-0.05239        	-0.02285         	-0.00508         
1.09000   		-0.06276        	-0.02342         	-0.00531         
1.10000   		-0.06054        	-0.02404         	-0.00555         
1.11000   		-0.04504        	-0.02457         	-0.00579         
1.12000   		-0.02078        	-0.02490         	-0.00604         
1.13000   		0.00457         	-0.02498         	-0.00629         
1.14000   		0.01761         	-0.02487         	-0.00654         
1.15000   		0.00604         	-0.02475         	-0.00678         
1.16000   		-0.02992        	-0.02487         	-0.00703         
1.17000   		-0.07974        	-0.02542         	-0.00728         
1.18000   		-0.13323        	-0.02648         	-0.00754         
1.19000   		-0.18144        	-0.02805         	-0.00781         
1.20000   		-0.21014        	-0.03001         	-0.00810         
1.21000   		-0.19948        	-0.03206         	-0.00841         
1.22000   		-0.13379        	-0.03373         	-0.00874         
1.23000   		-0.01606        	-0.03447         	-0.00909         
1.24000   		0.12424         	-0.03393         	-0.00943         
1.25000   		0.24047         	-0.03211         	-0.00976         
1.26000   		0.29152         	-0.02945         	-0.01007         
1.27000   		0.26142         	-0.02669         	-0.01035         
1.28000   		0.16426         	-0.02456         	-0.01060         
1.29000   		0.03785         	-0.02355         	-0.01084         
1.30000   		-0.06785        	-0.02370         	-0.01108         
1.31000   		-0.10797        	-0.02458         	-0.01132         
1.32000   		-0.06025        	-0.02542         	-0.01157         
1.33000   		0.06823         	-0.02538         	-0.01183         
1.34000   		0.24760         	-0.02380         	-0.01207         
1.35000   		0.43571         	-0.02038         	-0.01229         
1.36000   		0.58470         	-0.01528         	-0.01247         
1.37000   		0.65170         	-0.00910         	-0.01260         
1.38000   		0.61559         	-0.00276         	-0.01266         
1.39000   		0.48024         	0.00272          	-0.01265         
1.40000   		0.26117         	0.00643          	-0.01261         
1.41000   		-0.01732        	0.00764          	-0.01253         
1.42000   		-0.30783        	0.00602          	-0.01246         
1.43000   		-0.53573        	0.00180          	-0.01242         
1.44000   		-0.62041        	-0.00398         	-0.01243         
1.45000   		-0.51259        	-0.00964         	-0.01250         
1.46000   		-0.23042        	-0.01336         	-0.01262         
1.47000   		0.13278         	-0.01385         	-0.01276         
1.48000   		0.44842         	-0.01094         	-0.01289         
1.49000   		0.61747         	-0.00561         	-0.01297         
1.50000   		0.61118         	0.00053          	-0.01299         
1.51000   		0.46139         	0.00589          	-0.01296         
1.52000   		0.22309         	0.00932          	-0.01288         
1.53000   		-0.04434        	0.01021          	-0.01278         
1.54000   		-0.27124        	0.00863          	-0.01269         
1.55000   		-0.38688        	0.00534          	-0.01262         
1.56000   		-0.35231        	0.00165          	-0.01258         
1.57000   		-0.18181        	-0.00102         	-0.01258         
1.58000   		0.06527         	-0.00161         	-0.01260         
1.59000   		0.30921         	0.00026          	-0.01260         
1.60000   		0.46829         	0.00415          	-0.01258         
1.61000   		0.46988         	0.00884          	-0.01252         
1.62000   		0.27534         	0.01257          	-0.01241         
1.63000   		-0.08872        	0.01350          	-0.01228         
1.64000   		-0.52786        	0.01042          	-0.01215         
1.65000   		-0.91190        	0.00322          	-0.01208         
1.66000   		-1.12531        	-0.00697         	-0.01210         
1.67000   		-1.11856        	-0.01818         	-0.01222         
1.68000   		-0.92631        	-0.02841         	-0.01246         
1.69000   		-0.63205        	-0.03620         	-0.01278         
1.70000   		-0.32008        	-0.04096         	-0.01317         
1.71000   		-0.06053        	-0.04286         	-0.01359         
1.72000   		0.09154         	-0.04271         	-0.01402         
1.73000   		0.11311         	-0.04169         	-0.01445         
1.74000   		0.02528         	-0.04099         	-0.01486         
1.75000   		-0.12295        	-0.04148         	-0.01527         
1.76000   		-0.27680        	-0.04348         	-0.01569         
1.77000   		-0.38131        	-0.04677         	-0.01614         
1.78000   		-0.39091        	-0.05063         	-0.01663         
1.79000   		-0.29300        	-0.05405         	-0.01715         
1.80000   		-0.11676        	-0.05610         	-0.01771         
1.81000   		0.07991         	-0.05629         	-0.01827         
1.82000   		0.22676         	-0.05475         	-0.01883         
1.83000   		0.26141         	-0.05231         	-0.01936         
1.84000   		0.16041         	-0.05020         	-0.01987         
1.85000   		-0.03833        	-0.04959         	-0.02037         
1.86000   		-0.24850        	-0.05103         	-0.02087         
1.87000   		-0.37678        	-0.05415         	-0.02140         
1.88000   		-0.36071        	-0.05784         	-0.02196         
1.89000   		-0.19015        	-0.06059         	-0.02255         
1.90000   		0.08566         	-0.06112         	-0.02316         
1.91000   		0.37830         	-0.05880         	-0.02376         
1.92000   		0.60616         	-0.05387         	-0.02433         
1.93000   		0.72820         	-0.04720         	-0.02484         
1.94000   		0.74253         	-0.03985         	-0.02527         
1.95000   		0.66809         	-0.03280         	-0.02563         
1.96000   		0.53500         	-0.02678         	-0.02593         
1.97000   		0.38905         	-0.02216         	-0.02617         
1.98000   		0.29128         	-0.01876         	-0.02638         
1.99000   		0.29884         	-0.01581         	-0.02655         
2.00000   		0.43918         	-0.01212         	-0.02669         
2.01000   		0.69087         	-0.00647         	-0.02679         
2.02000   		0.97612         	0.00187          	-0.02681         
2.03000   		1.17716         	0.01263          	-0.02674         
2.04000   		1.18610         	0.02445          	-0.02656         
2.05000   		0.96570         	0.03521          	-0.02626         
2.06000   		0.56823         	0.04288          	-0.02586         
2.07000   		0.09348         	0.04619          	-0.02541         
2.08000   		-0.36345        	0.04484          	-0.02495         
2.09000   		-0.72903        	0.03938          	-0.02453         
2.10000   		-0.95013        	0.03098          	-0.02418         
2.11000   		-1.00179        	0.02122          	-0.02391         
2.12000   		-0.89456        	0.01174          	-0.02375         
2.13000   		-0.66937        	0.00392          	-0.02367         
2.14000   		-0.38745        	-0.00137         	-0.02366         
2.15000   		-0.11979        	-0.00390         	-0.02369         
2.16000   		0.07226         	-0.00414         	-0.02373         
2.17000   		0.15812         	-0.00299         	-0.02377         
2.18000   		0.13765         	-0.00151         	-0.02379         
2.19000   		0.02661         	-0.00069         	-0.02380         
2.20000   		-0.13945        	-0.00125         	-0.02381         
2.21000   		-0.29048        	-0.00340         	-0.02383         
2.22000   		-0.34531        	-0.00658         	-0.02388         
2.23000   		-0.27797        	-0.00970         	-0.02396         
2.24000   		-0.15730        	-0.01187         	-0.02407         
2.25000   		-0.10548        	-0.01319         	-0.02420         
2.26000   		-0.21184        	-0.01477         	-0.02434         
2.27000   		-0.47560        	-0.01821         	-0.02450         
2.28000   		-0.80472        	-0.02461         	-0.02471         
2.29000   		-1.05923        	-0.03393         	-0.02500         
2.30000   		-1.11734        	-0.04481         	-0.02540         
2.31000   		-0.92702        	-0.05504         	-0.02590         
2.32000   		-0.51678        	-0.06226         	-0.02649         
2.33000   		0.01911         	-0.06474         	-0.02713         
2.34000   		0.54116         	-0.06194         	-0.02776         
2.35000   		0.89914         	-0.05474         	-0.02835         
2.36000   		0.98733         	-0.04531         	-0.02885         
2.37000   		0.79592         	-0.03639         	-0.02926         
2.38000   		0.42003         	-0.03031         	-0.02959         
2.39000   		0.01488         	-0.02814         	-0.02988         
2.40000   		-0.27071        	-0.02942         	-0.03016         
2.41000   		-0.34311        	-0.03249         	-0.03047         
2.42000   		-0.18693        	-0.03514         	-0.03081         
2.43000   		0.13636         	-0.03539         	-0.03117         
2.44000   		0.51976         	-0.03211         	-0.03151         
2.45000   		0.85058         	-0.02526         	-0.03180         
2.46000   		1.02772         	-0.01587         	-0.03200         
2.47000   		0.97335         	-0.00586         	-0.03211         
2.48000   		0.66545         	0.00233          	-0.03213         
2.49000   		0.16182         	0.00647          	-0.03208         
2.50000   		-0.42104        	0.00517          	-0.03202         
2.51000   		-0.95271        	-0.00170         	-0.03199         
2.52000   		-1.32578        	-0.01309         	-0.03206         
2.53000   		-1.47912        	-0.02711         	-0.03226         
2.54000   		-1.40304        	-0.04152         	-0.03261         
2.55000   		-1.12477        	-0.05416         	-0.03309         
2.56000   		-0.69234        	-0.06325         	-0.03368         
2.57000   		-0.17563        	-0.06759         	-0.03434         
2.58000   		0.32876         	-0.06682         	-0.03501         
2.59000   		0.71964         	-0.06158         	-0.03566         
2.60000   		0.93219         	-0.05332         	-0.03624         
2.61000   		0.95526         	-0.04388         	-0.03672         
2.62000   		0.81426         	-0.03504         	-0.03712         
2.63000   		0.55374         	-0.02820         	-0.03743         
2.64000   		0.24137         	-0.02422         	-0.03769         
2.65000   		-0.03454        	-0.02319         	-0.03792         
2.66000   		-0.19995        	-0.02436         	-0.03816         
2.67000   		-0.22956        	-0.02651         	-0.03841         
2.68000   		-0.14104        	-0.02836         	-0.03869         
2.69000   		0.02742         	-0.02893         	-0.03898         
2.70000   		0.22375         	-0.02767         	-0.03926         
2.71000   		0.38934         	-0.02461         	-0.03952         
2.72000   		0.48017         	-0.02026         	-0.03975         
2.73000   		0.48245         	-0.01545         	-0.03993         
2.74000   		0.41140         	-0.01098         	-0.04006         
2.75000   		0.30534         	-0.00739         	-0.04015         
2.76000   		0.22056         	-0.00476         	-0.04021         
2.77000   		0.21164         	-0.00260         	-0.04025         
2.78000   		0.30045         	-0.00004         	-0.04026         
2.79000   		0.46668         	0.00379          	-0.04024         
2.80000   		0.66371         	0.00945          	-0.04018         
2.81000   		0.83685         	0.01695          	-0.04005         
2.82000   		0.94368         	0.02585          	-0.03984         
2.83000   		0.97381         	0.03544          	-0.03953         
2.84000   		0.94727         	0.04504          	-0.03913         
2.85000   		0.89271         	0.05424          	-0.03863         
2.86000   		0.83116         	0.06286          	-0.03804         
2.87000   		0.77311         	0.07089          	-0.03737         
2.88000   		0.71425         	0.07832          	-0.03663         
2.89000   		0.63174         	0.08505          	-0.03581         
2.90000   		0.49869         	0.09070          	-0.03493         
2.91000   		0.30547         	0.09473          	-0.03400         
2.92000   		0.06100         	0.09656          	-0.03304         
2.93000   		-0.21335        	0.09580          	-0.03208         
2.94000   		-0.46811        	0.09239          	-0.03114         
2.95000   		-0.61665        	0.08696          	-0.03024         
2.96000   		-0.58293        	0.08097          	-0.02940         
2.97000   		-0.36929        	0.07621          	-0.02861         
2.98000   		-0.06467        	0.07404          	-0.02787         
2.99000   		0.20570         	0.07474          	-0.02712         
3.00000   		0.33711         	0.07746          	-0.02636         
3.01000   		0.28922         	0.08059          	-0.02557         
3.02000   		0.10254         	0.08255          	-0.02476         
3.03000   		-0.13151        	0.08240          	-0.02393         
3.04000   		-0.32504        	0.08012          	-0.02312         
3.05000   		-0.42744        	0.07636          	-0.02233         
3.06000   		-0.43182        	0.07206          	-0.02159         
3.07000   		-0.37618        	0.06802          	-0.02089         
3.08000   		-0.33828        	0.06445          	-0.02023         
3.09000   		-0.40642        	0.06072          	-0.01960         
3.10000   		-0.63448        	0.05552          	-0.01902         
3.11000   		-1.00960        	0.04730          	-0.01850         
3.12000   		-1.44738        	0.03501          	-0.01809         
3.13000   		-1.81486        	0.01870          	-0.01782         
3.14000   		-1.98261        	-0.00028         	-0.01772         
3.15000   		-1.89064        	-0.01965         	-0.01782         
3.16000   		-1.58544        	-0.03703         	-0.01811         
3.17000   		-1.19438        	-0.05093         	-0.01855         
3.18000   		-0.85100        	-0.06116         	-0.01911         
3.19000   		-0.62608        	-0.06854         	-0.01976         
3.20000   		-0.51232        	-0.07423         	-0.02048         
3.21000   		-0.45888        	-0.07909         	-0.02125         
3.22000   		-0.41927        	-0.08348         	-0.02206         
3.23000   		-0.38149        	-0.08749         	-0.02292         
3.24000   		-0.36861        	-0.09124         	-0.02381         
3.25000   		-0.41038        	-0.09513         	-0.02474         
3.26000   		-0.50203        	-0.09969         	-0.02571         
3.27000   		-0.59152        	-0.10516         	-0.02674         
3.28000   		-0.61861        	-0.11121         	-0.02782         
3.29000   		-0.55996        	-0.11710         	-0.02896         
3.30000   		-0.42797        	-0.12204         	-0.03016         
3.31000   		-0.24108        	-0.12539         	-0.03140         
3.32000   		-0.00752        	-0.12663         	-0.03266         
3.33000   		0.26996         	-0.12532         	-0.03392         
3.34000   		0.58126         	-0.12106         	-0.03516         
3.35000   		0.90062         	-0.11365         	-0.03633         
3.36000   		1.18646         	-0.10322         	-0.03742         
3.37000   		1.38920         	-0.09034         	-0.03839         
3.38000   		1.46715         	-0.07606         	-0.03922         
3.39000   		1.40043         	-0.06172         	-0.03991         
3.40000   		1.19831         	-0.04873         	-0.04046         
3.41000   		0.91386         	-0.03817         	-0.04089         
3.42000   		0.65585         	-0.03032         	-0.04123         
3.43000   		0.55932         	-0.02424         	-0.04150         
3.44000   		0.71398         	-0.01788         	-0.04172         
3.45000   		1.09670         	-0.00882         	-0.04185         
3.46000   		1.54942         	0.00441          	-0.04188         
3.47000   		1.82778         	0.02129          	-0.04175         
3.48000   		1.71923         	0.03903          	-0.04145         
3.49000   		1.16052         	0.05343          	-0.04098         
3.50000   		0.26910         	0.06058          	-0.04040         
3.51000   		-0.71469        	0.05835          	-0.03980         
3.52000   		-1.51867        	0.04718          	-0.03927         
3.53000   		-1.92394        	0.02997          	-0.03888         
3.54000   		-1.83299        	0.01118          	-0.03867         
3.55000   		-1.30092        	-0.00449         	-0.03864         
3.56000   		-0.50399        	-0.01351         	-0.03874         
3.57000   		0.33532         	-0.01435         	-0.03889         
3.58000   		1.01414         	-0.00761         	-0.03900         
3.59000   		1.38979         	0.00441          	-0.03902         
3.60000   		1.41221         	0.01842          	-0.03891         
3.61000   		1.14204         	0.03119          	-0.03866         
3.62000   		0.72584         	0.04053          	-0.03830         
3.63000   		0.33059         	0.04582          	-0.03786         
3.64000   		0.08357         	0.04789          	-0.03739         
3.65000   		0.04880         	0.04855          	-0.03691         
3.66000   		0.21912         	0.04989          	-0.03642         
3.67000   		0.50717         	0.05352          	-0.03590         
3.68000   		0.76804         	0.05990          	-0.03534         
3.69000   		0.86704         	0.06807          	-0.03470         
3.70000   		0.74200         	0.07612          	-0.03398         
3.71000   		0.41736         	0.08191          	-0.03318         
3.72000   		-0.01677        	0.08392          	-0.03235         
3.73000   		-0.43743        	0.08165          	-0.03152         
3.74000   		-0.72324        	0.07584          	-0.03073         
3.75000   		-0.78024        	0.06832          	-0.03001         
3.76000   		-0.56137        	0.06162          	-0.02936         
3.77000   		-0.09059        	0.05836          	-0.02876         
3.78000   		0.52135         	0.06051          	-0.02817         
3.79000   		1.09504         	0.06859          	-0.02753         
3.80000   		1.44013         	0.08127          	-0.02679         
3.81000   		1.43409         	0.09564          	-0.02590         
3.82000   		1.08354         	0.10823          	-0.02488         
3.83000   		0.52084         	0.11625          	-0.02375         
3.84000   		-0.06944        	0.11851          	-0.02258         
3.85000   		-0.53641        	0.11548          	-0.02140         
3.86000   		-0.80476        	0.10877          	-0.02028         
3.87000   		-0.87269        	0.10038          	-0.01923         
3.88000   		-0.79523        	0.09204          	-0.01827         
3.89000   		-0.66666        	0.08474          	-0.01739         
3.90000   		-0.59260        	0.07844          	-0.01657         
3.91000   		-0.64775        	0.07224          	-0.01582         
3.92000   		-0.84077        	0.06479          	-0.01513         
3.93000   		-1.11076        	0.05504          	-0.01453         
3.94000   		-1.35475        	0.04271          	-0.01404         
3.95000   		-1.47413        	0.02856          	-0.01368         
3.96000   		-1.42664        	0.01406          	-0.01347         
3.97000   		-1.24440        	0.00071          	-0.01340         
3.98000   		-0.98851        	-0.01046         	-0.01345         
3.99000   		-0.69583        	-0.01888         	-0.01360         
4.00000   		-0.39087        	-0.02431         	-0.01382         
4.01000   		-0.13034        	-0.02692         	-0.01407         
4.02000   		0.00654         	-0.02754         	-0.01435         
4.03000   		-0.01487        	-0.02758         	-0.01462         
4.04000   		-0.14349        	-0.02837         	-0.01490         
4.05000   		-0.27489        	-0.03046         	-0.01519         
4.06000   		-0.32051        	-0.03344         	-0.01551         
4.07000   		-0.26266        	-0.03636         	-0.01586         
4.08000   		-0.16715        	-0.03851         	-0.01624         
4.09000   		-0.13796        	-0.04003         	-0.01663         
4.10000   		-0.24129        	-0.04193         	-0.01704         
4.11000   		-0.46294        	-0.04545         	-0.01747         
4.12000   		-0.72075        	-0.05137         	-0.01796         
4.13000   		-0.89846        	-0.05946         	-0.01851         
4.14000   		-0.87681        	-0.06834         	-0.01915         
4.15000   		-0.57395        	-0.07559         	-0.01987         
4.16000   		-0.00312        	-0.07848         	-0.02065         
4.17000   		0.69073         	-0.07504         	-0.02142         
4.18000   		1.27317         	-0.06522         	-0.02213         
4.19000   		1.53360         	-0.05119         	-0.02271         
4.20000   		1.38671         	-0.03659         	-0.02315         
4.21000   		0.89863         	-0.02516         	-0.02345         
4.22000   		0.24805         	-0.01943         	-0.02367         
4.23000   		-0.34355        	-0.01990         	-0.02386         
4.24000   		-0.69607        	-0.02510         	-0.02408         
4.25000   		-0.74263        	-0.03230         	-0.02437         
4.26000   		-0.53963        	-0.03871         	-0.02473         
4.27000   		-0.21013        	-0.04246         	-0.02514         
4.28000   		0.11775         	-0.04292         	-0.02556         
4.29000   		0.34078         	-0.04062         	-0.02598         
4.30000   		0.40005         	-0.03692         	-0.02637         
4.31000   		0.29233         	-0.03346         	-0.02672         
4.32000   		0.05508         	-0.03172         	-0.02705         
4.33000   		-0.25759        	-0.03273         	-0.02737         
4.34000   		-0.57881        	-0.03692         	-0.02771         
4.35000   		-0.82236        	-0.04392         	-0.02811         
4.36000   		-0.89413        	-0.05250         	-0.02860         
4.37000   		-0.72876        	-0.06062         	-0.02916         
4.38000   		-0.33088        	-0.06592         	-0.02980         
4.39000   		0.20814         	-0.06653         	-0.03047         
4.40000   		0.73925         	-0.06179         	-0.03111         
4.41000   		1.11735         	-0.05251         	-0.03169         
4.42000   		1.24707         	-0.04069         	-0.03215         
4.43000   		1.08977         	-0.02900         	-0.03250         
4.44000   		0.65882         	-0.02026         	-0.03274         
4.45000   		0.02343         	-0.01685         	-0.03292         
4.46000   		-0.69180        	-0.02019         	-0.03310         
4.47000   		-1.33011        	-0.03030         	-0.03335         
4.48000   		-1.75264        	-0.04572         	-0.03373         
4.49000   		-1.89186        	-0.06394         	-0.03427         
4.50000   		-1.76819        	-0.08224         	-0.03501         
4.51000   		-1.45688        	-0.09836         	-0.03591         
4.52000   		-1.03882        	-0.11084         	-0.03696         
4.53000   		-0.57950        	-0.11893         	-0.03811         
4.54000   		-0.14264        	-0.12254         	-0.03932         
4.55000   		0.19116         	-0.12230         	-0.04055         
4.56000   		0.32925         	-0.11970         	-0.04176         
4.57000   		0.20301         	-0.11704         	-0.04295         
4.58000   		-0.18136        	-0.11693         	-0.04411         
4.59000   		-0.71549        	-0.12141         	-0.04530         
4.60000   		-1.21874        	-0.13109         	-0.04656         
4.61000   		-1.51142        	-0.14474         	-0.04793         
4.62000   		-1.47249        	-0.15966         	-0.04946         
4.63000   		-1.05439        	-0.17229         	-0.05112         
4.64000   		-0.29292        	-0.17903         	-0.05288         
4.65000   		0.66894         	-0.17715         	-0.05467         
4.66000   		1.59239         	-0.16584         	-0.05639         
4.67000   		2.21989         	-0.14678         	-0.05796         
4.68000   		2.37521         	-0.12380         	-0.05932         
4.69000   		2.02874         	-0.10178         	-0.06044         
4.70000   		1.30629         	-0.08511         	-0.06137         
4.71000   		0.44598         	-0.07635         	-0.06217         
4.72000   		-0.28404        	-0.07554         	-0.06292         
4.73000   		-0.68535        	-0.08038         	-0.06370         
4.74000   		-0.70517        	-0.08734         	-0.06454         
4.75000   		-0.44504        	-0.09309         	-0.06544         
4.76000   		-0.09932        	-0.09581         	-0.06639         
4.77000   		0.13885         	-0.09561         	-0.06735         
4.78000   		0.16579         	-0.09409         	-0.06830         
4.79000   		0.01117         	-0.09320         	-0.06923         
4.80000   		-0.19565        	-0.09413         	-0.07017         
4.81000   		-0.31628        	-0.09669         	-0.07112         
4.82000   		-0.28152        	-0.09967         	-0.07210         
4.83000   		-0.11147        	-0.10164         	-0.07311         
4.84000   		0.11139         	-0.10164         	-0.07413         
4.85000   		0.28690         	-0.09965         	-0.07514         
4.86000   		0.34669         	-0.09648         	-0.07612         
4.87000   		0.28834         	-0.09331         	-0.07707         
4.88000   		0.16516         	-0.09104         	-0.07799         
4.89000   		0.04314         	-0.09000         	-0.07889         
4.90000   		-0.03348        	-0.08995         	-0.07979         
4.91000   		-0.05296        	-0.09038         	-0.08069         
4.92000   		-0.03090        	-0.09080         	-0.08160         
4.93000   		0.00800         	-0.09091         	-0.08251         
4.94000   		0.05684         	-0.09059         	-0.08342         
4.95000   		0.14450         	-0.08958         	-0.08432         
4.96000   		0.32244         	-0.08725         	-0.08520         
4.97000   		0.62422         	-0.08252         	-0.08605         
4.98000   		1.03712         	-0.07421         	-0.08684         
4.99000   		1.51263         	-0.06146         	-0.08752         
5.00000   		1.99309         	-0.04393         	-0.08805         
5.01000   		2.41819         	-0.02187         	-0.08839         
5.02000   		2.71551         	0.00379          	-0.08848         
5.03000   		2.81227         	0.03143          	-0.08830         
5.04000   		2.67531         	0.05887          	-0.08785         
5.05000   		2.33722         	0.08393          	-0.08713         
5.06000   		1.88080         	0.10502          	-0.08619         
5.07000   		1.40591         	0.12146          	-0.08505         
5.08000   		1.01196         	0.13355          	-0.08377         
5.09000   		0.79381         	0.14257          	-0.08239         
5.10000   		0.83165         	0.15070          	-0.08092         
5.11000   		1.16716         	0.16070          	-0.07937         
5.12000   		1.77163         	0.17539          	-0.07769         
5.13000   		2.52494         	0.19687          	-0.07584         
5.14000   		3.23602         	0.22568          	-0.07373         
5.15000   		3.70691         	0.26039          	-0.07131         
5.16000   		3.80534         	0.29795          	-0.06851         
5.17000   		3.51502         	0.33456          	-0.06535         
5.18000   		2.94279         	0.36684          	-0.06184         
5.19000   		2.26900         	0.39290          	-0.05803         
5.20000   		1.67233         	0.41261          	-0.05400         
5.21000   		1.28353         	0.42739          	-0.04980         
5.22000   		1.17121         	0.43966          	-0.04546         
5.23000   		1.32577         	0.45215          	-0.04100         
5.24000   		1.65014         	0.46703          	-0.03641         
5.25000   		1.99787         	0.48527          	-0.03165         
5.26000   		2.24782         	0.50650          	-0.02670         
5.27000   		2.35367         	0.52950          	-0.02152         
5.28000   		2.33274         	0.55294          	-0.01610         
5.29000   		2.22208         	0.57571          	-0.01046         
5.30000   		2.05237         	0.59708          	-0.00459         
5.31000   		1.85201         	0.61660          	0.00148          
5.32000   		1.64525         	0.63409          	0.00773          
5.33000   		1.41930         	0.64941          	0.01415          
5.34000   		1.10025         	0.66201          	0.02071          
