0 	 1.43963e-10
0.01 	 -1.42529e-10
0.02 	 1.41116e-10
0.03 	 -1.39725e-10
0.04 	 1.38353e-10
0.05 	 -1.37002e-10
0.06 	 1.3567e-10
0.07 	 -1.34357e-10
0.08 	 1.33064e-10
0.09 	 -1.31789e-10
0.1 	 1.30531e-10
0.11 	 -1.29292e-10
0.12 	 1.2807e-10
0.13 	 -1.26866e-10
0.14 	 1.25678e-10
0.15 	 -1.24506e-10
0.16 	 1.23351e-10
0.17 	 -1.22212e-10
0.18 	 1.21088e-10
0.19 	 -1.1998e-10
0.2 	 1.18887e-10
0.21 	 -1.17808e-10
0.22 	 1.16744e-10
0.23 	 -1.15694e-10
0.24 	 1.14658e-10
0.25 	 -1.13636e-10
0.26 	 1.12628e-10
0.27 	 -1.11633e-10
0.28 	 1.1065e-10
0.29 	 -1.09681e-10
0.3 	 1.08724e-10
0.31 	 -1.07779e-10
0.32 	 1.06847e-10
0.33 	 -1.05927e-10
0.34 	 1.05018e-10
0.35 	 -1.04121e-10
0.36 	 1.03235e-10
0.37 	 -1.0236e-10
0.38 	 1.01496e-10
0.39 	 -1.00643e-10
0.4 	 9.98011e-11
0.41 	 -9.89692e-11
0.42 	 9.81475e-11
0.43 	 -9.73359e-11
0.44 	 9.65342e-11
0.45 	 -9.57422e-11
0.46 	 9.49599e-11
0.47 	 -9.4187e-11
0.48 	 9.34233e-11
0.49 	 -9.26688e-11
0.5 	 9.19233e-11
0.51 	 -9.11866e-11
0.52 	 9.04587e-11
0.53 	 -8.97393e-11
0.54 	 8.90283e-11
0.55 	 -8.83256e-11
0.56 	 8.76311e-11
0.57 	 -8.69446e-11
0.58 	 8.6266e-11
0.59 	 -8.55953e-11
0.6 	 8.49321e-11
0.61 	 -8.42766e-11
0.62 	 8.36284e-11
0.63 	 -8.29876e-11
0.64 	 8.2354e-11
0.65 	 -8.17275e-11
0.66 	 8.1108e-11
0.67 	 -8.04953e-11
0.68 	 7.98895e-11
