0 	 7.76768e-18
0.01 	 -9.75937e-18
0.02 	 1.15674e-17
0.03 	 -1.40915e-17
0.04 	 1.36578e-17
0.05 	 -1.56407e-17
0.06 	 1.51287e-17
0.07 	 -1.76075e-17
0.08 	 1.77e-17
0.09 	 -1.68913e-17
0.1 	 1.76562e-17
0.11 	 -1.60223e-17
0.12 	 1.62714e-17
0.13 	 -1.59822e-17
0.14 	 1.56223e-17
0.15 	 -1.65229e-17
0.16 	 1.66795e-17
0.17 	 -1.59556e-17
0.18 	 1.92196e-17
0.19 	 -2.00986e-17
0.2 	 2.15245e-17
0.21 	 -2.32563e-17
0.22 	 2.58126e-17
0.23 	 -2.99277e-17
0.24 	 3.2143e-17
0.25 	 -3.32132e-17
0.26 	 3.64086e-17
0.27 	 -3.58579e-17
0.28 	 3.86061e-17
0.29 	 -3.76829e-17
0.3 	 3.84762e-17
0.31 	 -3.69962e-17
0.32 	 3.87153e-17
0.33 	 -3.73605e-17
0.34 	 3.97712e-17
0.35 	 -3.5066e-17
0.36 	 3.55626e-17
0.37 	 -3.72873e-17
0.38 	 3.84429e-17
0.39 	 -4.03685e-17
0.4 	 4.28489e-17
0.41 	 -4.55814e-17
0.42 	 4.70224e-17
0.43 	 -4.84163e-17
0.44 	 5.0033e-17
0.45 	 -4.93488e-17
0.46 	 4.94027e-17
0.47 	 -5.06646e-17
0.48 	 5.11022e-17
0.49 	 -5.02891e-17
0.5 	 5.02292e-17
0.51 	 -4.75524e-17
0.52 	 4.81994e-17
0.53 	 -4.84733e-17
0.54 	 4.86658e-17
0.55 	 -5.00807e-17
0.56 	 5.17471e-17
0.57 	 -5.50968e-17
0.58 	 5.61141e-17
0.59 	 -5.77841e-17
0.6 	 5.81987e-17
0.61 	 -5.9207e-17
0.62 	 5.81084e-17
0.63 	 -5.8625e-17
0.64 	 5.73251e-17
0.65 	 -5.66191e-17
0.66 	 5.455e-17
0.67 	 -5.7579e-17
0.68 	 5.58605e-17
0.69 	 -6.14238e-17
0.7 	 6.0351e-17
0.71 	 -6.41331e-17
0.72 	 6.63287e-17
0.73 	 -6.88643e-17
0.74 	 7.01314e-17
0.75 	 -6.87478e-17
0.76 	 7.08575e-17
0.77 	 -7.04625e-17
0.78 	 6.68519e-17
0.79 	 -6.79927e-17
0.8 	 6.81036e-17
0.81 	 -6.68131e-17
0.82 	 6.66666e-17
0.83 	 -7.17281e-17
0.84 	 7.33636e-17
0.85 	 -7.49973e-17
0.86 	 7.55911e-17
0.87 	 -7.91052e-17
0.88 	 8.08351e-17
0.89 	 -8.01738e-17
0.9 	 7.94509e-17
0.91 	 -8.08037e-17
0.92 	 8.18355e-17
